"Fold","Accuracy.empirique","Accuracy.generalization","Precision.empirique","Precision.generalization","Recall.empirique","Recall.generalization","F1.empirique","F1.generalization","Methods"
"fold6","0.637295081967213","0.557692307692308","0.636916982651873","0.592352092352092","0.637295081967213","0.557692307692308","0.637105976212487","0.574499915546654","Terbeam_voting"
"fold7","0.617768595041322","0.714285714285714","0.619812642271807","0.723169191919192","0.617768595041322","0.714285714285714","0.618788930634416","0.718700003137058","Terbeam_voting"
"fold8","0.639344262295082","0.480769230769231","0.638826310349442","0.508658008658009","0.639344262295082","0.480769230769231","0.639085181377654","0.494320572149769","Terbeam_voting"
"fold9","0.621900826446281","0.642857142857143","0.631061298052257","0.681776556776557","0.621900826446281","0.642857142857143","0.626447575905826","0.661745099007456","Terbeam_voting"
"fold10","0.625","0.673076923076923","0.631542794296426","0.681318681318681","0.625","0.673076923076923","0.628254363045833","0.677172725854267","Terbeam_voting"
"fold1","0.551652892561983","0.553571428571429","0.631225526844205","0.667027417027417","0.735537190082645","0.738095238095238","0.679400812699038","0.700764105385415","Terbeam_maximization"
"fold2","0.557851239669422","0.464285714285714","0.634457939721098","0.571495944161479","0.743801652892562","0.619047619047619","0.684792424858738","0.594322147397808","Terbeam_maximization"
"fold3","0.555327868852459","0.519230769230769","0.639563603424475","0.587666484218208","0.740437158469945","0.692307692307692","0.68631361700168","0.635709743207386","Terbeam_maximization"
"fold4","0.545454545454545","0.607142857142857","0.628428378403391","0.689506172839506","0.727272727272727","0.80952380952381","0.674247175492383","0.744710473165088","Terbeam_maximization"
"fold5","0.555327868852459","0.519230769230769","0.631178593000549","0.691553544494721","0.740437158469945","0.692307692307692","0.681456280138728","0.691930412911339","Terbeam_maximization"
"fold6","0.551229508196721","0.557692307692308","0.636076759061834","0.621647509578544","0.734972677595628","0.743589743589744","0.681957960471156","0.677172720240344","Terbeam_maximization"
"fold7","0.553719008264463","0.5","0.638629709572464","0.567890442890443","0.738292011019284","0.666666666666667","0.684854056008769","0.613327039572024","Terbeam_maximization"
"fold8","0.55327868852459","0.538461538461538","0.640004220866429","0.589649122807018","0.737704918032787","0.717948717948718","0.685390330896897","0.647504635697797","Terbeam_maximization"
"fold9","0.545454545454545","0.607142857142857","0.628147688479882","0.687145969498911","0.727272727272727","0.80952380952381","0.674085585876559","0.743331669716631","Terbeam_maximization"
"fold10","0.551229508196721","0.557692307692308","0.634475461900982","0.636554621848739","0.734972677595628","0.743589743589744","0.681036565975402","0.685921704851489","Terbeam_maximization"
"fold1","0.551652892561983","0.553571428571429","0.631225526844205","0.667027417027417","0.735537190082645","0.738095238095238","0.679400812699038","0.700764105385415","Terbeam_ranking"
"fold2","0.557851239669422","0.464285714285714","0.634457939721098","0.571495944161479","0.743801652892562","0.619047619047619","0.684792424858738","0.594322147397808","Terbeam_ranking"
"fold3","0.555327868852459","0.519230769230769","0.639563603424475","0.587666484218208","0.740437158469945","0.692307692307692","0.68631361700168","0.635709743207386","Terbeam_ranking"
"fold4","0.545454545454545","0.607142857142857","0.628428378403391","0.689506172839506","0.727272727272727","0.80952380952381","0.674247175492383","0.744710473165088","Terbeam_ranking"
"fold5","0.555327868852459","0.519230769230769","0.631178593000549","0.691553544494721","0.740437158469945","0.692307692307692","0.681456280138728","0.691930412911339","Terbeam_ranking"
"fold6","0.551229508196721","0.557692307692308","0.636076759061834","0.621647509578544","0.734972677595628","0.743589743589744","0.681957960471156","0.677172720240344","Terbeam_ranking"
"fold7","0.553719008264463","0.5","0.638629709572464","0.567890442890443","0.738292011019284","0.666666666666667","0.684854056008769","0.613327039572024","Terbeam_ranking"
"fold8","0.55327868852459","0.538461538461538","0.640004220866429","0.589649122807018","0.737704918032787","0.717948717948718","0.685390330896897","0.647504635697797","Terbeam_ranking"
"fold9","0.545454545454545","0.607142857142857","0.628147688479882","0.687145969498911","0.727272727272727","0.80952380952381","0.674085585876559","0.743331669716631","Terbeam_ranking"
"fold10","0.551229508196721","0.557692307692308","0.634475461900982","0.636554621848739","0.734972677595628","0.743589743589744","0.681036565975402","0.685921704851489","Terbeam_ranking"
"Fold1","1","0.796296296296296","1","0.820354278074866","1","0.804356060606061","1","0.802335954275609","SVM"
"Fold2","1","0.814814814814815","1","0.808333333333333","1","0.822404970760234","1","0.803426212590299","SVM"
"Fold3","1","0.740740740740741","1","0.727718360071301","1","0.72937552213868","1","0.724145299145299","SVM"
"Fold4","1","0.759259259259259","1","0.77094298245614","1","0.745915926179084","1","0.751124606387764","SVM"
"Fold5","1","0.648148148148148","1","0.658848096348096","1","0.658848096348096","1","0.650232160312806","SVM"
"Fold6","1","0.592592592592593","1","0.605555555555556","1","0.591418650793651","1","0.596882855706385","SVM"
"Fold7","1","0.666666666666667","1","0.723970473970474","1","0.712416056166056","1","0.661884411884412","SVM"
"Fold8","1","0.759259259259259","1","0.719901218062983","1","0.758443322981366","1","0.727203436807095","SVM"
"Fold9","1","0.907407407407407","1","0.908333333333333","1","0.907852564102564","1","0.906282642089094","SVM"
"Fold10","1","0.666666666666667","1","0.688293650793651","1","0.691666666666667","1","0.664803921568627","SVM"
"Fold1","1","0.740740740740741","1","0.758597883597883","1","0.740740740740741","1","0.735587761674718","Artificial Neural Network"
"Fold2","1","0.722222222222222","1","0.787064569417511","1","0.722222222222222","1","0.735681539239044","Artificial Neural Network"
"Fold3","1","0.703703703703704","1","0.738218186134853","1","0.703703703703704","1","0.713744773744774","Artificial Neural Network"
"Fold4","1","0.777777777777778","1","0.773737373737374","1","0.777777777777778","1","0.775132275132275","Artificial Neural Network"
"Fold5","1","0.611111111111111","1","0.641619818090406","1","0.611111111111111","1","0.610632183908046","Artificial Neural Network"
"Fold6","1","0.518518518518518","1","0.516962340491752","1","0.518518518518518","1","0.516666666666667","Artificial Neural Network"
"Fold7","1","0.703703703703704","1","0.737345679012346","1","0.703703703703704","1","0.705886131098355","Artificial Neural Network"
"Fold8","1","0.722222222222222","1","0.76942501942502","1","0.722222222222222","1","0.725827441231806","Artificial Neural Network"
"Fold9","1","0.833333333333333","1","0.84673721340388","1","0.833333333333333","1","0.837023506826374","Artificial Neural Network"
"Fold10","1","0.722222222222222","1","0.784321915900863","1","0.722222222222222","1","0.712970216593405","Artificial Neural Network"
